Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
17599,5/3/2021 1:29:31 PM,36.00000,17.57000,-0.40000,32.00000,36.00000,35.00000,47.00000,84.00000,51.00000,2.15000,4.30000,3.44000,3.29667,40.05877,63.98505,17.72333,34.33333,60.66667
17600,5/3/2021 1:29:31 PM,36.53000,19.18000,-0.06000,39.00000,36.00000,34.00000,67.00000,89.00000,49.00000,5.16000,4.30000,3.01000,4.15667,41.25910,62.29838,18.55000,36.33333,68.33333
17601,5/3/2021 1:29:31 PM,36.81000,18.55000,-0.04000,37.00000,38.00000,37.00000,66.00000,85.00000,69.00000,4.30000,5.16000,4.30000,4.58667,41.21988,63.25468,18.44000,37.33333,73.33333
17602,5/3/2021 1:29:31 PM,37.74000,17.79000,-0.09000,40.00000,43.00000,41.00000,76.00000,92.00000,72.00000,5.59000,7.31000,6.02000,6.30667,41.72280,64.76160,18.48000,41.33333,80.00000
17603,5/3/2021 1:29:31 PM,37.14000,18.39000,0.08000,39.00000,40.00000,39.00000,66.00000,88.00000,53.00000,5.16000,6.02000,5.16000,5.44667,41.44360,63.65753,18.53667,39.33333,69.00000
17604,5/3/2021 1:29:31 PM,37.33000,18.58000,-0.15000,38.00000,35.00000,37.00000,65.00000,84.00000,49.00000,4.73000,3.87000,4.30000,4.30000,41.69826,63.53941,18.58667,36.66667,66.00000
17605,5/3/2021 1:29:31 PM,37.53000,18.61000,0.51000,40.00000,40.00000,43.00000,70.00000,83.00000,64.00000,5.59000,6.02000,6.88000,6.16333,41.89073,63.62457,18.88333,41.00000,72.33333
17606,5/3/2021 1:29:31 PM,34.92000,15.88000,-0.38000,37.00000,36.00000,34.00000,47.00000,80.00000,50.00000,4.30000,4.30000,3.01000,3.87000,38.36119,65.54616,16.80667,35.66667,59.00000
17607,5/3/2021 1:29:31 PM,37.53000,18.36000,-0.08000,34.00000,38.00000,39.00000,52.00000,85.00000,65.00000,3.01000,5.16000,5.16000,4.44333,41.78026,63.93172,18.60333,37.00000,67.33333
17608,5/3/2021 1:29:31 PM,38.49000,18.96000,0.15000,43.00000,38.00000,41.00000,79.00000,83.00000,58.00000,6.88000,5.16000,6.02000,6.02000,42.90643,63.77535,19.20000,40.66667,73.33333
17609,5/3/2021 1:29:31 PM,37.36000,20.76000,-0.13000,45.00000,39.00000,46.00000,59.00000,89.00000,76.00000,7.74000,5.59000,8.17000,7.16667,42.74046,60.94019,19.33000,43.33333,74.66667
17610,5/3/2021 1:29:31 PM,37.66000,18.69000,-0.05000,45.00000,45.00000,46.00000,76.00000,91.00000,69.00000,7.74000,8.17000,8.17000,8.02667,42.04274,63.60560,18.76667,45.33333,78.66667
17611,5/3/2021 1:29:31 PM,39.62000,20.37000,-0.33000,38.00000,41.00000,41.00000,63.00000,88.00000,54.00000,4.73000,6.45000,6.02000,5.73333,44.54976,62.79075,19.88667,40.00000,68.33333
17612,5/3/2021 1:29:31 PM,38.04000,19.95000,-0.03000,40.00000,34.00000,40.00000,53.00000,83.00000,75.00000,5.59000,3.44000,5.59000,4.87333,42.95398,62.32533,19.32000,38.00000,70.33333
17613,5/3/2021 1:29:32 PM,38.61000,19.75000,-0.07000,47.00000,42.00000,46.00000,72.00000,87.00000,67.00000,8.60000,6.88000,8.17000,7.88333,43.36813,62.90910,19.43000,45.00000,75.33333
17614,5/3/2021 1:29:32 PM,37.02000,18.88000,-0.44000,34.00000,30.00000,34.00000,64.00000,87.00000,57.00000,3.01000,1.72000,3.01000,2.58000,41.55641,62.97866,18.48667,32.66667,69.33333
17615,5/3/2021 1:29:32 PM,38.46000,17.74000,-0.01000,29.00000,29.00000,29.00000,39.00000,76.00000,53.00000,0.86000,1.29000,0.86000,1.00333,42.35421,65.23809,18.73000,29.00000,56.00000
17616,5/3/2021 1:29:32 PM,38.51000,19.50000,-0.07000,35.00000,33.00000,36.00000,56.00000,75.00000,56.00000,3.44000,3.01000,3.87000,3.44000,43.16561,63.14408,19.31333,34.66667,62.33333
17617,5/3/2021 1:29:32 PM,35.65000,17.78000,-0.20000,31.00000,30.00000,33.00000,64.00000,72.00000,42.00000,1.72000,1.72000,2.58000,2.00667,39.83781,63.49284,17.74333,31.33333,59.33333
17618,5/3/2021 1:29:32 PM,38.62000,20.53000,-0.37000,43.00000,42.00000,45.00000,65.00000,91.00000,72.00000,6.88000,6.88000,7.74000,7.16667,43.73769,62.00534,19.59333,43.33333,76.00000
17619,5/3/2021 1:29:32 PM,21.63000,14.17000,-0.46000,31.00000,30.00000,32.00000,23.00000,66.00000,10.00000,1.72000,1.72000,2.15000,1.86333,25.85819,56.77084,11.78000,31.00000,33.00000
17620,5/3/2021 1:29:32 PM,40.13000,20.48000,-0.37000,49.00000,48.00000,49.00000,73.00000,90.00000,74.00000,9.46000,9.46000,9.46000,9.46000,45.05383,62.96290,20.08000,48.66667,79.00000
17621,5/3/2021 1:29:32 PM,39.40000,18.73000,-0.28000,47.00000,43.00000,45.00000,70.00000,91.00000,72.00000,8.60000,7.31000,7.74000,7.88333,43.62537,64.57449,19.28333,45.00000,77.66667
17622,5/3/2021 1:29:32 PM,38.54000,19.51000,-0.52000,51.00000,39.00000,48.00000,72.00000,86.00000,74.00000,10.32000,5.59000,9.03000,8.31333,43.19689,63.15022,19.17667,46.00000,77.33333
17623,5/3/2021 1:29:32 PM,39.98000,19.49000,-0.25000,46.00000,43.00000,47.00000,80.00000,91.00000,76.00000,8.17000,7.31000,8.60000,8.02667,44.47764,64.01106,19.74000,45.33333,82.33333
17624,5/3/2021 1:29:32 PM,34.31000,19.75000,-0.22000,39.00000,39.00000,41.00000,42.00000,86.00000,68.00000,5.16000,5.59000,6.02000,5.59000,39.58837,60.07381,17.94667,39.66667,65.33333
17625,5/3/2021 1:29:32 PM,38.77000,19.77000,-0.48000,35.00000,36.00000,34.00000,58.00000,82.00000,55.00000,3.44000,4.30000,3.01000,3.58333,43.51972,62.98159,19.35333,35.00000,65.00000
17626,5/3/2021 1:29:32 PM,37.35000,18.92000,-0.06000,39.00000,31.00000,38.00000,59.00000,69.00000,63.00000,5.16000,2.15000,4.73000,4.01333,41.86871,63.13507,18.73667,36.00000,63.66667
17627,5/3/2021 1:29:32 PM,37.92000,18.96000,0.25000,35.00000,34.00000,38.00000,34.00000,74.00000,44.00000,3.44000,3.44000,4.73000,3.87000,42.39585,63.43495,19.04333,35.66667,50.66667
17628,5/3/2021 1:29:32 PM,38.21000,19.60000,0.12000,38.00000,34.00000,38.00000,45.00000,73.00000,54.00000,4.73000,3.44000,4.73000,4.30000,42.94373,62.84423,19.31000,36.66667,57.33333
17629,5/3/2021 1:29:32 PM,38.34000,19.37000,0.20000,47.00000,46.00000,47.00000,71.00000,87.00000,77.00000,8.60000,8.60000,8.60000,8.60000,42.95524,63.19634,19.30333,46.66667,78.33333
17630,5/3/2021 1:29:32 PM,33.42000,10.80000,1.51000,31.00000,31.00000,31.00000,32.00000,76.00000,47.00000,1.72000,2.15000,1.72000,1.86333,35.12174,72.09125,15.24333,31.00000,51.66667
17631,5/3/2021 1:29:32 PM,38.54000,21.10000,0.08000,50.00000,48.00000,49.00000,65.00000,92.00000,82.00000,9.89000,9.46000,9.46000,9.60333,43.93793,61.30004,19.90667,49.00000,79.66667
17632,5/3/2021 1:29:32 PM,38.87000,17.76000,-0.22000,44.00000,39.00000,43.00000,69.00000,82.00000,66.00000,7.31000,5.59000,6.88000,6.59333,42.73517,65.44398,18.80333,42.00000,72.33333
17633,5/3/2021 1:29:32 PM,40.42000,20.08000,-0.34000,33.00000,34.00000,37.00000,67.00000,82.00000,55.00000,2.58000,3.44000,4.30000,3.44000,45.13294,63.58256,20.05333,34.66667,68.00000
17634,5/3/2021 1:29:32 PM,37.31000,20.44000,-0.31000,38.00000,38.00000,42.00000,59.00000,84.00000,63.00000,4.73000,5.16000,6.45000,5.44667,42.54209,61.28420,19.14667,39.33333,68.66667
17635,5/3/2021 1:29:32 PM,38.92000,19.49000,-0.13000,32.00000,34.00000,33.00000,40.00000,81.00000,62.00000,2.15000,3.44000,2.58000,2.72333,43.52731,63.39963,19.42667,33.00000,61.00000
17636,5/3/2021 1:29:32 PM,36.56000,19.31000,-0.09000,38.00000,35.00000,38.00000,48.00000,79.00000,62.00000,4.73000,3.87000,4.73000,4.44333,41.34622,62.15820,18.59333,37.00000,63.00000
17637,5/3/2021 1:29:32 PM,37.97000,20.58000,-0.39000,41.00000,36.00000,37.00000,75.00000,78.00000,55.00000,6.02000,4.30000,4.30000,4.87333,43.18862,61.54200,19.38667,38.00000,69.33333
17638,5/3/2021 1:29:33 PM,25.41000,7.97000,0.99000,28.00000,28.00000,29.00000,27.00000,63.00000,8.00000,0.43000,0.86000,0.86000,0.71667,26.63060,72.58565,11.45667,28.33333,32.66667
17639,5/3/2021 1:29:33 PM,36.77000,19.20000,0.01000,33.00000,32.00000,37.00000,57.00000,80.00000,61.00000,2.58000,2.58000,4.30000,3.15333,41.48100,62.42802,18.66000,34.00000,66.00000
17640,5/3/2021 1:29:33 PM,39.31000,19.18000,0.07000,41.00000,37.00000,41.00000,60.00000,79.00000,59.00000,6.02000,4.73000,6.02000,5.59000,43.73955,63.99149,19.52000,39.66667,66.00000
17641,5/3/2021 1:29:33 PM,38.72000,19.92000,-0.08000,55.00000,52.00000,54.00000,87.00000,90.00000,86.00000,12.04000,11.18000,11.61000,11.61000,43.54360,62.77586,19.52000,53.66667,87.66667
17642,5/3/2021 1:29:33 PM,38.61000,19.37000,-0.34000,44.00000,42.00000,39.00000,84.00000,91.00000,67.00000,7.31000,6.88000,5.16000,6.45000,43.19640,63.35783,19.21333,41.66667,80.66667
17643,5/3/2021 1:29:33 PM,33.78000,6.66000,1.36000,30.00000,31.00000,32.00000,33.00000,66.00000,29.00000,1.29000,2.15000,2.15000,1.86333,34.43028,78.84672,13.93333,31.00000,42.66667
17644,5/3/2021 1:29:33 PM,37.88000,19.68000,0.35000,44.00000,37.00000,42.00000,71.00000,86.00000,57.00000,7.31000,4.73000,6.45000,6.16333,42.68720,62.54653,19.30333,41.00000,71.33333
17645,5/3/2021 1:29:33 PM,37.43000,19.82000,-0.03000,36.00000,37.00000,37.00000,53.00000,86.00000,61.00000,3.87000,4.73000,4.30000,4.30000,42.35372,62.09781,19.07333,36.66667,66.66667
17646,5/3/2021 1:29:33 PM,38.41000,19.59000,-0.06000,38.00000,36.00000,38.00000,73.00000,86.00000,66.00000,4.73000,4.30000,4.73000,4.58667,43.11724,62.97735,19.31333,37.33333,75.00000
17647,5/3/2021 1:29:33 PM,38.60000,19.62000,0.05000,39.00000,43.00000,39.00000,58.00000,91.00000,67.00000,5.16000,7.31000,5.16000,5.87667,43.30017,63.05622,19.42333,40.33333,72.00000
17648,5/3/2021 1:29:33 PM,38.18000,19.98000,0.14000,43.00000,44.00000,46.00000,61.00000,90.00000,84.00000,6.88000,7.74000,8.17000,7.59667,43.09191,62.37646,19.43333,44.33333,78.33333
17649,5/3/2021 1:29:33 PM,38.85000,19.27000,-0.01000,39.00000,40.00000,41.00000,66.00000,86.00000,65.00000,5.16000,6.02000,6.02000,5.73333,43.36652,63.61812,19.37000,40.00000,72.33333
17650,5/3/2021 1:29:33 PM,39.20000,19.38000,0.02000,43.00000,38.00000,43.00000,68.00000,87.00000,56.00000,6.88000,5.16000,6.88000,6.30667,43.72899,63.69277,19.53333,41.33333,70.33333
17651,5/3/2021 1:29:33 PM,38.61000,17.69000,-0.04000,35.00000,33.00000,36.00000,51.00000,81.00000,69.00000,3.44000,3.01000,3.87000,3.44000,42.46961,65.38410,18.75333,34.66667,67.00000
17652,5/3/2021 1:29:33 PM,38.20000,20.88000,-0.43000,55.00000,51.00000,54.00000,73.00000,87.00000,79.00000,12.04000,10.75000,11.61000,11.46667,43.53406,61.33912,19.55000,53.33333,79.66667
17653,5/3/2021 1:29:33 PM,37.13000,20.15000,-0.32000,40.00000,37.00000,41.00000,71.00000,88.00000,65.00000,5.59000,4.73000,6.02000,5.44667,42.24523,61.51185,18.98667,39.33333,74.66667
17654,5/3/2021 1:29:33 PM,39.48000,20.63000,-0.36000,37.00000,40.00000,35.00000,68.00000,82.00000,54.00000,4.30000,6.02000,3.44000,4.58667,44.54512,62.41099,19.91667,37.33333,68.00000
17655,5/3/2021 1:29:33 PM,34.31000,21.54000,-1.03000,31.00000,31.00000,33.00000,31.00000,72.00000,17.00000,1.72000,2.15000,2.58000,2.15000,40.51108,57.87918,18.27333,31.66667,40.00000
17656,5/3/2021 1:29:33 PM,36.17000,18.82000,-0.22000,41.00000,35.00000,41.00000,67.00000,85.00000,55.00000,6.02000,3.87000,6.02000,5.30333,40.77329,62.51111,18.25667,39.00000,69.00000
17657,5/3/2021 1:29:33 PM,25.93000,2.47000,1.79000,29.00000,28.00000,29.00000,46.00000,70.00000,13.00000,0.86000,0.86000,0.86000,0.86000,26.04738,84.55862,10.06333,28.66667,43.00000
17658,5/3/2021 1:29:33 PM,20.14000,13.58000,-0.94000,33.00000,31.00000,31.00000,42.00000,72.00000,22.00000,2.58000,2.15000,1.72000,2.15000,24.29066,56.00900,10.92667,31.66667,45.33333
17659,5/3/2021 1:29:33 PM,37.85000,19.99000,-0.32000,49.00000,45.00000,49.00000,69.00000,90.00000,77.00000,9.46000,8.17000,9.46000,9.03000,42.80447,62.15979,19.17333,47.66667,78.66667
17660,5/3/2021 1:29:33 PM,37.45000,19.25000,-0.25000,47.00000,41.00000,45.00000,80.00000,84.00000,63.00000,8.60000,6.45000,7.74000,7.59667,42.10778,62.79599,18.81667,44.33333,75.66667
17661,5/3/2021 1:29:33 PM,37.82000,19.06000,-0.15000,41.00000,46.00000,43.00000,74.00000,92.00000,74.00000,6.02000,8.60000,6.88000,7.16667,42.35134,63.25344,18.91000,43.33333,80.00000
17662,5/3/2021 1:29:33 PM,32.74000,18.69000,0.10000,29.00000,28.00000,31.00000,36.00000,69.00000,18.00000,0.86000,0.86000,1.72000,1.14667,37.69912,60.27962,17.17667,29.33333,41.00000
17663,5/3/2021 1:29:34 PM,35.85000,18.37000,0.25000,34.00000,31.00000,35.00000,43.00000,87.00000,59.00000,3.01000,2.15000,3.44000,2.86667,40.28250,62.86882,18.15667,33.33333,63.00000
17664,5/3/2021 1:29:34 PM,39.77000,18.43000,0.56000,35.00000,35.00000,37.00000,57.00000,79.00000,62.00000,3.44000,3.87000,4.30000,3.87000,43.83284,65.13630,19.58667,35.66667,66.00000
17665,5/3/2021 1:29:34 PM,37.49000,18.68000,0.22000,47.00000,45.00000,47.00000,74.00000,89.00000,82.00000,8.60000,8.17000,8.60000,8.45667,41.88607,63.51448,18.79667,46.33333,81.66667
17666,5/3/2021 1:29:34 PM,38.34000,17.55000,0.67000,35.00000,35.00000,35.00000,74.00000,86.00000,55.00000,3.44000,3.87000,3.44000,3.58333,42.16584,65.40423,18.85333,35.00000,71.66667
17667,5/3/2021 1:29:34 PM,38.56000,19.80000,0.54000,50.00000,53.00000,56.00000,79.00000,94.00000,85.00000,9.89000,11.61000,12.47000,11.32333,43.34644,62.82016,19.63333,53.00000,86.00000
17668,5/3/2021 1:29:34 PM,35.99000,17.39000,0.63000,35.00000,32.00000,33.00000,62.00000,84.00000,31.00000,3.44000,2.58000,2.58000,2.86667,39.97114,64.21064,18.00333,33.33333,59.00000
17669,5/3/2021 1:29:34 PM,38.15000,19.34000,0.27000,46.00000,38.00000,44.00000,69.00000,86.00000,69.00000,8.17000,5.16000,7.31000,6.88000,42.77217,63.11744,19.25333,42.66667,74.66667
17670,5/3/2021 1:29:34 PM,39.85000,18.81000,-0.01000,41.00000,40.00000,44.00000,62.00000,81.00000,57.00000,6.02000,6.02000,7.31000,6.45000,44.06630,64.73175,19.55000,41.66667,66.66667
17671,5/3/2021 1:29:34 PM,38.37000,19.63000,0.12000,39.00000,36.00000,41.00000,68.00000,87.00000,63.00000,5.16000,4.30000,6.02000,5.16000,43.09981,62.90582,19.37333,38.66667,72.66667
17672,5/3/2021 1:29:34 PM,38.85000,19.77000,0.15000,47.00000,40.00000,45.00000,77.00000,89.00000,67.00000,8.60000,6.02000,7.74000,7.45333,43.59100,63.02935,19.59000,44.00000,77.66667
17673,5/3/2021 1:29:34 PM,39.14000,20.73000,-0.07000,51.00000,51.00000,54.00000,77.00000,91.00000,75.00000,10.32000,10.75000,11.61000,10.89333,44.29077,62.09264,19.93333,52.00000,81.00000
17674,5/3/2021 1:29:34 PM,36.53000,17.62000,-0.08000,40.00000,36.00000,40.00000,65.00000,82.00000,57.00000,5.59000,4.30000,5.59000,5.16000,40.55743,64.24997,18.02333,38.66667,68.00000
17675,5/3/2021 1:29:34 PM,38.36000,19.46000,0.02000,43.00000,45.00000,46.00000,63.00000,88.00000,83.00000,6.88000,8.17000,8.17000,7.74000,43.01373,63.10135,19.28000,44.66667,78.00000
17676,5/3/2021 1:29:34 PM,38.49000,18.90000,-0.14000,52.00000,46.00000,55.00000,82.00000,91.00000,77.00000,10.75000,8.60000,12.04000,10.46333,42.87995,63.84727,19.08333,51.00000,83.33333
17677,5/3/2021 1:29:34 PM,37.35000,19.86000,-0.16000,64.00000,52.00000,58.00000,81.00000,92.00000,79.00000,15.91000,11.18000,13.33000,13.47333,42.30180,61.99922,19.01667,58.00000,84.00000
17678,5/3/2021 1:29:34 PM,37.16000,19.20000,-0.31000,43.00000,38.00000,44.00000,68.00000,86.00000,74.00000,6.88000,5.16000,7.31000,6.45000,41.82709,62.67530,18.68333,41.66667,76.00000
17679,5/3/2021 1:29:34 PM,26.59000,17.63000,-0.95000,31.00000,29.00000,31.00000,35.00000,68.00000,24.00000,1.72000,1.29000,1.72000,1.57667,31.90368,56.45438,14.42333,30.33333,42.33333
17680,5/3/2021 1:29:34 PM,37.76000,19.36000,0.08000,40.00000,39.00000,41.00000,80.00000,92.00000,65.00000,5.59000,5.59000,6.02000,5.73333,42.43380,62.85525,19.06667,40.00000,79.00000
17681,5/3/2021 1:29:34 PM,37.46000,21.64000,-0.17000,35.00000,35.00000,34.00000,67.00000,74.00000,44.00000,3.44000,3.87000,3.01000,3.44000,43.26131,59.98571,19.64333,34.66667,61.66667
17682,5/3/2021 1:29:34 PM,36.53000,20.34000,-0.09000,30.00000,30.00000,31.00000,44.00000,77.00000,39.00000,1.29000,1.72000,1.72000,1.57667,41.81096,60.89082,18.92667,30.33333,53.33333
17683,5/3/2021 1:29:34 PM,35.42000,17.61000,0.25000,35.00000,35.00000,36.00000,71.00000,84.00000,56.00000,3.44000,3.87000,3.87000,3.72667,39.55614,63.56450,17.76000,35.33333,70.33333
17684,5/3/2021 1:29:34 PM,34.76000,19.84000,-0.75000,34.00000,32.00000,40.00000,31.00000,78.00000,60.00000,3.01000,2.58000,5.59000,3.72667,40.02353,60.28353,17.95000,35.33333,56.33333
17685,5/3/2021 1:29:34 PM,34.47000,17.84000,0.06000,36.00000,31.00000,35.00000,38.00000,80.00000,21.00000,3.87000,2.15000,3.44000,3.15333,38.81297,62.63611,17.45667,34.00000,46.33333
17686,5/3/2021 1:29:34 PM,35.43000,17.09000,0.07000,32.00000,31.00000,30.00000,53.00000,81.00000,22.00000,2.15000,2.15000,1.29000,1.86333,39.33641,64.24922,17.53000,31.00000,52.00000
17687,5/3/2021 1:29:34 PM,38.26000,19.55000,0.63000,31.00000,33.00000,33.00000,35.00000,78.00000,54.00000,1.72000,3.01000,2.58000,2.43667,42.96545,62.93399,19.48000,32.33333,55.66667
17688,5/3/2021 1:29:35 PM,36.98000,19.05000,0.18000,47.00000,41.00000,48.00000,64.00000,88.00000,68.00000,8.60000,6.45000,9.03000,8.02667,41.59835,62.74504,18.73667,45.33333,73.33333
17689,5/3/2021 1:29:35 PM,37.23000,16.75000,0.49000,33.00000,34.00000,33.00000,60.00000,81.00000,35.00000,2.58000,3.44000,2.58000,2.86667,40.82445,65.77673,18.15667,33.33333,58.66667
17690,5/3/2021 1:29:35 PM,39.00000,19.72000,0.28000,45.00000,47.00000,45.00000,81.00000,92.00000,80.00000,7.74000,9.03000,7.74000,8.17000,43.70215,63.17697,19.66667,45.66667,84.33333
17691,5/3/2021 1:29:35 PM,38.05000,20.43000,-0.03000,37.00000,35.00000,40.00000,51.00000,73.00000,69.00000,4.30000,3.87000,5.59000,4.58667,43.18781,61.76753,19.48333,37.33333,64.33333
17692,5/3/2021 1:29:35 PM,38.92000,18.66000,0.17000,40.00000,39.00000,41.00000,71.00000,85.00000,64.00000,5.59000,5.59000,6.02000,5.73333,43.16204,64.38484,19.25000,40.00000,73.33333
17693,5/3/2021 1:29:35 PM,37.63000,20.17000,-0.11000,45.00000,43.00000,45.00000,75.00000,92.00000,75.00000,7.74000,7.31000,7.74000,7.59667,42.69480,61.80831,19.23000,44.33333,80.66667
17694,5/3/2021 1:29:35 PM,35.92000,19.84000,-0.26000,40.00000,43.00000,41.00000,62.00000,89.00000,70.00000,5.59000,7.31000,6.02000,6.30667,41.03501,61.08644,18.50000,41.33333,73.66667
17695,5/3/2021 1:29:35 PM,35.80000,19.91000,-0.10000,40.00000,36.00000,39.00000,61.00000,83.00000,58.00000,5.59000,4.30000,5.16000,5.01667,40.96399,60.91958,18.53667,38.33333,67.33333
17696,5/3/2021 1:29:35 PM,38.00000,18.89000,0.00000,55.00000,49.00000,52.00000,86.00000,91.00000,73.00000,12.04000,9.89000,10.75000,10.89333,42.43621,63.56779,18.96333,52.00000,83.33333
17697,5/3/2021 1:29:35 PM,38.20000,19.62000,-0.23000,41.00000,36.00000,39.00000,67.00000,87.00000,63.00000,6.02000,4.30000,5.16000,5.16000,42.94397,62.81440,19.19667,38.66667,72.33333
17698,5/3/2021 1:29:35 PM,38.06000,18.39000,0.17000,41.00000,43.00000,40.00000,65.00000,89.00000,64.00000,6.02000,7.31000,5.59000,6.30667,42.27003,64.21089,18.87333,41.33333,72.66667
17699,5/3/2021 1:29:35 PM,37.11000,19.68000,-0.06000,48.00000,46.00000,47.00000,73.00000,93.00000,77.00000,9.03000,8.60000,8.60000,8.74333,42.00541,62.06231,18.91000,47.00000,81.00000
17700,5/3/2021 1:29:35 PM,37.68000,19.13000,-0.16000,45.00000,41.00000,39.00000,66.00000,91.00000,77.00000,7.74000,6.45000,5.16000,6.45000,42.25801,63.08326,18.88333,41.66667,78.00000
17701,5/3/2021 1:29:35 PM,36.98000,21.56000,0.05000,30.00000,28.00000,31.00000,41.00000,72.00000,57.00000,1.29000,0.86000,1.72000,1.29000,42.80600,59.75705,19.53000,29.66667,56.66667
17702,5/3/2021 1:29:35 PM,39.19000,20.63000,-0.23000,41.00000,39.00000,42.00000,68.00000,87.00000,65.00000,6.02000,5.59000,6.45000,6.02000,44.28829,62.23724,19.86333,40.66667,73.33333
17703,5/3/2021 1:29:35 PM,38.03000,17.99000,0.11000,37.00000,35.00000,36.00000,63.00000,83.00000,66.00000,4.30000,3.87000,3.87000,4.01333,42.07043,64.68362,18.71000,36.00000,70.66667
17704,5/3/2021 1:29:35 PM,39.31000,19.84000,0.24000,37.00000,39.00000,39.00000,56.00000,87.00000,58.00000,4.30000,5.59000,5.16000,5.01667,44.03296,63.21964,19.79667,38.33333,67.00000
17705,5/3/2021 1:29:35 PM,38.53000,19.42000,-0.17000,36.00000,36.00000,37.00000,58.00000,80.00000,69.00000,3.87000,4.30000,4.30000,4.15667,43.14739,63.25085,19.26000,36.33333,69.00000
17706,5/3/2021 1:29:35 PM,39.13000,20.21000,-0.09000,49.00000,44.00000,51.00000,79.00000,87.00000,82.00000,9.46000,7.74000,10.32000,9.17333,44.04090,62.68439,19.75000,48.00000,82.66667
17707,5/3/2021 1:29:35 PM,38.35000,20.86000,-0.09000,48.00000,47.00000,47.00000,76.00000,89.00000,76.00000,9.03000,9.03000,8.60000,8.88667,43.65618,61.45658,19.70667,47.33333,80.33333
17708,5/3/2021 1:29:35 PM,39.11000,19.51000,0.09000,47.00000,46.00000,51.00000,71.00000,85.00000,71.00000,8.60000,8.60000,10.32000,9.17333,43.70620,63.48771,19.57000,48.00000,75.66667
17709,5/3/2021 1:29:35 PM,38.32000,20.19000,-0.22000,50.00000,43.00000,48.00000,83.00000,88.00000,81.00000,9.89000,7.31000,9.03000,8.74333,43.31349,62.21620,19.43000,47.00000,84.00000
17710,5/3/2021 1:29:35 PM,39.56000,19.77000,0.18000,41.00000,35.00000,37.00000,63.00000,78.00000,61.00000,6.02000,3.87000,4.30000,4.73000,44.22495,63.44654,19.83667,37.66667,67.33333
17711,5/3/2021 1:29:35 PM,39.65000,21.13000,-0.13000,39.00000,40.00000,42.00000,76.00000,91.00000,75.00000,5.16000,6.02000,6.45000,5.87667,44.92883,61.94627,20.21667,40.33333,80.66667
17712,5/3/2021 1:29:35 PM,39.19000,21.50000,-0.29000,33.00000,34.00000,35.00000,46.00000,88.00000,43.00000,2.58000,3.44000,3.44000,3.15333,44.70018,61.25042,20.13333,34.00000,59.00000
17713,5/3/2021 1:29:36 PM,34.54000,18.03000,0.08000,33.00000,34.00000,33.00000,56.00000,85.00000,52.00000,2.58000,3.44000,2.58000,2.86667,38.96271,62.43529,17.55000,33.33333,64.33333
17714,5/3/2021 1:29:36 PM,37.86000,19.57000,0.08000,36.00000,34.00000,35.00000,61.00000,79.00000,54.00000,3.87000,3.44000,3.44000,3.58333,42.61883,62.66536,19.17000,35.00000,64.66667
17715,5/3/2021 1:29:36 PM,39.38000,20.31000,-0.11000,44.00000,39.00000,40.00000,72.00000,85.00000,78.00000,7.31000,5.59000,5.59000,6.16333,44.30892,62.71785,19.86000,41.00000,78.33333
17716,5/3/2021 1:29:36 PM,39.27000,19.92000,-0.11000,50.00000,47.00000,49.00000,78.00000,89.00000,74.00000,9.89000,9.03000,9.46000,9.46000,44.03339,63.10326,19.69333,48.66667,80.33333
17717,5/3/2021 1:29:36 PM,38.26000,19.76000,-0.04000,50.00000,45.00000,51.00000,78.00000,89.00000,81.00000,9.89000,8.17000,10.32000,9.46000,43.06141,62.68517,19.32667,48.66667,82.66667
17718,5/3/2021 1:29:36 PM,37.14000,20.02000,-0.68000,30.00000,30.00000,31.00000,43.00000,68.00000,28.00000,1.29000,1.72000,1.72000,1.57667,42.19218,61.67349,18.82667,30.33333,46.33333
17719,5/3/2021 1:29:36 PM,35.74000,19.33000,0.40000,33.00000,32.00000,36.00000,51.00000,78.00000,61.00000,2.58000,2.58000,3.87000,3.01000,40.63246,61.59324,18.49000,33.66667,63.33333
17720,5/3/2021 1:29:36 PM,38.37000,20.33000,0.29000,47.00000,38.00000,45.00000,75.00000,89.00000,80.00000,8.60000,5.16000,7.74000,7.16667,43.42310,62.08352,19.66333,43.33333,81.33333
17721,5/3/2021 1:29:36 PM,39.15000,19.51000,0.41000,59.00000,53.00000,58.00000,86.00000,93.00000,84.00000,13.76000,11.61000,13.33000,12.90000,43.74200,63.51110,19.69000,56.66667,87.66667
17722,5/3/2021 1:29:36 PM,36.01000,21.36000,-0.62000,32.00000,32.00000,31.00000,15.00000,76.00000,36.00000,2.15000,2.58000,1.72000,2.15000,41.86848,59.32492,18.91667,31.66667,42.33333
17723,5/3/2021 1:29:36 PM,38.72000,19.43000,0.47000,42.00000,44.00000,42.00000,71.00000,91.00000,74.00000,6.45000,7.74000,6.45000,6.88000,43.32163,63.35214,19.54000,42.66667,78.66667
17724,5/3/2021 1:29:36 PM,36.38000,16.65000,0.42000,38.00000,32.00000,35.00000,49.00000,78.00000,56.00000,4.73000,2.58000,3.44000,3.58333,40.00908,65.40790,17.81667,35.00000,61.00000
